text,is_toxic
Jeneriği çok seviyorum Kuzgun Dila BarışArduç BurcuBiricik KuzDil ışArduç,False
Barış  ve huzur dolu bir dünya özlemiyle hayırlı bayramlar.,False
@USER @USER Aynen. Zaten emo musun nesin anlayamadım seni ben,True
@USER @USER Belki seçim başka bir yerde tekrarlanacak nerden biliyorsun yine çalmayacaklarını ?😂,False
@USER Evet önce sana vereceğim iskonto 😂 😂,False
@USER merhaba ben taş gibi olması gerekirken sütlaç yapılan VS melegiyim😂,True
"2019’a kadar zaman olsaydı Akşener Anadolu’da ayak basılmadık yer bırakmayacaktı. İnsanların gözünü açmak, alternatif olduğunu hatırlatmak bazılarını rahatsız edebilirdi. Korkununun ecele faydası yoktur. #İYİOLACAK ☀️",False
"@USER #siyanürekarşıysanız siz kesin teröristsiniz, artık örgütü kendiniz seçersiniz, hafif sağcıysan FETÖ cü, yok solcuysan PKK lısın.",False
@USER Muazzam zarif hoş bir kadınsın,False
@USER @USER Şu organizasyonun ülkeye kattığı reklam o paraları katlardı katlar müteahhitlere yedirceklerine keşke böyle şeylere önem verseler,False
Aman sen yalnız uç hatta daha yüksekten ama paraşütsüz,False
@USER Güzel bi laf gibi ama anlamadım,False
Yapamam sensizzzz gittiğinde çok harmanım çok yorgunummm,False
"“Bir gece başımızı alıp gitsek diyorum.     Bir deniz kenarı mı olur, bir dağ başı mı olur.     Kaçsak bu kalabalıktan.”",False
Hay Allah razı olsun senden,False
"Allah yar ve yardımcınız olsun , Yolunuz açık olsun",False
Tayyip geneleve gidip oy istemiş auuuuuuu kdkdkdjjdkd,True
@USER Ilerleyen zamanlarda OMUR yaz 2222 gonder @USER  @USER ün omrunden kac yil almiş cebine gelsin.,False
"Çıkar konuşunca, Vicdan susar... Cemil Meriç",False
"Nereden geldigini bilmezsen bulundugun yerden hep şikayetci olursun,Şenol Güneş",True
Toplumun öz güveni için bu olması gerekti Millet siyasilerden üstündür de dedi :),False
@USER Tottenham’ın muhtemelen yaşayacağı büyük sol stoper boşluğu içinde nokta hamle olur. Davinsonla da iyi ikili olurlar bence. Düşünsene :),False
@USER Belki sevdiği kadının toprağa  verilişini izlerken onu hayal etti bende biran önce giderim  o nasılsa Cennette bende onla olurum  onla buluşurum  mantığı ile düşündü orayı,False
Mahalleden bahsettiğim mahalle sokakları. Mahalle caddesin de görüyoruz kör değiliz. Mahallenin sokaklarına girmiyorlar. Biz hep uyanığız merak etme:),False
@USER “Vakti geldiğinde ölürsün” deki vakit o son ilaç,False
İmza yı görmeden inanmam hep yalan dolan hayırlı olsun demekle olmuyor,False
skill: durduk yerde tabanzanin uci kopti diyerek kendimi güldürebiliyorum,False
@USER @USER @USER Kesinlikle 👏 Bir haksızlık varsa VHKİ gb çalıştırılan uzmanlara karşı var..Uzmanlar bunu dillendirmiyorken bu açılan başlık hadsizlik,False
Yani pes doğrusu nasıl bir bakış açısına sahipsin ya. Hem diyorsun ak parti den ölen yok hem de sayıp sen bir örnek göster dediğimde aralarına girmem diyorsun. Feto operasyonu yapıldığında Zaman gazetesi binasında kendini içeri kilitliyordu CHP'li vekiller ...,True
bekar erkekler kadinlar hakkinda evli erkeklerden daha cok sey bilirler eger bilmeselerdi onlar da evlenmis olurdu,True
Sosyal medya da yarattığınız karakteri oynamaya devam edin yalnız kaldığınızda tüm bunların sahte ve yalan olduğunu canınızı acıta acıta öğretecek hayat,True
@USER Şimdi biz simutili ejdere takilamiyoz nedir durum,False
Herkes onu sevimli bir denizati olmak isterken ölen kertenkele olarak hatirlayacak. ARE :(,False
"Sır ip gibidir.Bir ucunu başkasına verirsen,başkalarının sırtında kazak olarak görürsün. #YazmayıSevmiyorum #TürkHürriyetsizOlmaz",False
Tandır yemiştim burada. Hayatımda yediğim en güzel etlerden biriydi <3,False
@USER çok dinlenmek istiyorsun madem cesaretin varsa dm ye gel adresini numaranı ver geleyim hemen,True
@USER TarımaAtama Memleketİşi       TÜM BAKANLIKLAR ALIMA ÇIKARKEN NİÇİN TARIM BAKANLIĞI 22 AYDIR ATAMA YAPMADI?   FAKIBABA'NIN VERDİĞİ SÖZ NEDEN TUTULMUYOR?      Bu bekleyiş artık son bulmalı!!      #ZiraatMühendisleriAtamaBekliyor    #Tarıma10BinAtamaMüjdesiİstiyoruz 65iii,False
Arşiv unutmuyor ve de affetmiyor..,False
"Ne tutup çekiştiriyorsunuz vurup ağzını yüzünü kırsanıza bu piçin Bu piçler yüzünden insanlar metrobüse, otobüse vs binerken tedirgin oluyor. üsteTacizVar",True
Resmen kızı gömmüşsün yazdığınla .. Sonrasın da ünlü oluşu ..:)),False
şeronYasaBekliyor Artık çalıştığımız kurumlarda arada şirket istemiyor Kitler konusunda çalışmalar başlatlmıştı neden sonuçlanmıyor Zaten bzim maliyetimiz kadroya geçince de aynı olur duyun sesimzi artık,False
"Adın altı harfti senin… Bir okyanus kadar alabildiğine, Yakamozlu deryaydı gözlerin. Gökyüzünün derinliğinde kaybolan, Kocaman bir sevdaydı yüreğin.",False
@USER @USER @USER Her tivitin altında ne işin varrrrrr bi git,False
@USER Dışardan nasıl gözüktüklerinin farkındalae mı acaba?🙄,False
ıcelik Asrın Lideri Haşmetli Başkanımız RTE trump’ı arayıp “ çek ulen askerlerini geri” dedi ve o da “tamam abi” dedi. Bizim sığırlarda bunu yedi...,True
"@USER @USER O zaman biz bir İstanbul'a gidelim, serinlemeye#herşeygüzelolsun diye",False
Vekilim çok güzel söylediniz ağzınıza sağlık bundan sonra hep böyle olacak onlarda hizaya gelecekler ALLAHCC izni ile insaALLAH 🇹🇷🇹🇷 Büyük TÜRKİYE için el ele 🇹🇷🇹🇷🇹🇷hep birlikte 🇹🇷,True
"Devamlı olarak silahı sıkanlar değil, sıktıranlar önemlidir!",False
daha ne istiyorsun bedava uçuyoruz ülkece. devam reis devam biz emniyet kemeriylede yaşarız.,False
Hayatımı sikip attığın için teşekkürler. [Supernatural],True
"Türkiye’de bir kadını sokak ortasında    Dövebilir,   Hatta öldürebilirsiniz   Ancak öpemezsiniz.   Çünkü duyarlı bır toplumuz!   #Eminebulut",False
mutlu ve huzurlu gunler beylikduzunde oturuyor galiba aq,True
"Sayın Bakanım Ögremenler ,Saglıkçilar,Bekciler, Polisler, Din görevlileri,HEPSİ atandı Tarım ve Orman Bakanlığına bağlı biz gençler atama sözüne rağmen 2 yıldır atamamiz yok.Atama istiyoruz MaliyedenTarıma OnbinOnayı ıratamabekliyor 30",False
Kardeşim ben okul kartımı sana bıraktım bile,False
Turan birliğinin önündeki en büyük sorun Lehçe ve alfabe farklılıklarıdır. Karşımızdakinin konuşmasını anlayamazsak kardeşimin başka milletlerden ne farkı kalır. Orta asyaya Türk flmleri oynatan Tv ler kurulsa çok iyi olur. Türkiyeyi araplaştırmaya çalışanlardan böyle bir girişim,False
@USER Boyu hiç sorun etmem önemli olan dürüst olması boy insanı insan yapmaz,False
hadi bakalım gençler. Almadan gelmeyin. Hayatta her şey değil bu sınav şimdi size öyle gelmese de. Ösym deve hendek atlatmayı sever. Sorular uğraştırıcı olabilir sakin olun. Allah yardımcınız olsun.,False
Susmuş bir kadın gitmiş bir kadındır. Bir kadın susuyorsa sen onun için bitmiş bir adamsındır.,False
Sahip cikmiyorsa yonetim bosa reklam yapmasin kendi suyumuzla kendi kendimize yeteriz übüneSahipÇık,False
Otobüse binerken başımı tavana çarptım güzel bi gün olacak,False
"12 senedir veliyim, bugüne kadar devletin dağıttığı kitap yeterli diyen bir öğretmene rastlamadım. Senelerdir her dersten destek kitap alıyoruz. Bu kitapları kim hazırlıyor, neye göre hazırlıyor, gerçekten yazık. Kağıt israfı.",True
Ben 2.5 yaşındaki yeğenimim enerjisine yetişemiyorum senin akışına nasıl yetişeyim hayat🤦‍♀️,False
"Develer çölde diken yermiş, yedikçe ağzı kanar ve bu acı hoşlarına gidermiş. Bu hikaye bana çok tanıdık geldi.",False
Bu konu üzerinde yine biZler kafa yoruyor bilale anlatır gibi anlarıyoruz. Ders çıkarması gerekenlerde umarım üzerilerine alınırlar😂,False
Üretildiği ne göre satılıyor. .normal insanlarin alım gücü varda c.baskaninin eşi alınca mi dert oldu size..daha güzelini daha pahalisini alsin,False
beni niye seviyonuz ki ay pardon sevmiyonuz ki,False
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Biz işimizi severek yapıyoruz.senin it köpek dediğin insanlar bizim müşterilerimiz velinimetimizdir.,False
Ya seni yerim ben şapşal şey 🤗,False
@USER sen nasıl bir müptezelsin amk,True
Bunlara bir şey olmuş aynı fikirdeyim 😎,False
20gün önce 2.kez 4. Evre gilial beyin tümörü ameliyatı olan yigenim için 12 Haziran'da acilen immunoterapi uygulanması gerekyor . Bunu sigorta karsilamyor. çok zor durumdayız.25 yaşında 8 aylık bebeği var. ilaç tenini için lütfn yardmcı olurmusunuz. 01344833155,False
Yavuz Bey yayindaki entel maganda Bagcilar ile dalga gecince kendi statusunu mu guclendiriyor,True
Ben baba parası yemeyi çok özledim ya kendi paramı kendim kazanmaktan çok sıkıldım,False
Zor deplasman 3 puan aldık tebrikler Fenerbahçem,False
Senin ağzın hiç acımıyor mu ? Çok merak ediyorum bu ergonomiyi nasıl sağlıyosun sen ?,False
@USER Ttkom ortalama icin fav yeterli abi uygunsa?,False
@USER Teşekkür ederim   Abdullah bey   Sizinde   Akşamınız ve Cuma geceniz hayırlara vesile olsun   İnşaAllah,False
Ilyas yalcintas kim amk ?    Cek ordan bi Yildiz Tilbe mesela kap ordan bi Sila. Hayret ya hersey yanlis ellerde ben yanlis yerde,True
Bir kere hapşurunca elhamdulillah diyorum ardından ikinci kere daha hapşurunca eyvah diyorum hasta olucam,False
Yarın sabah vize varmış yine süper 1 bilgi aldım.,False
Göğsüm daralıyor yüreğim yanıyor olmasaydi sonumuz böyle 😢 Müjgana selamlar sana hasret özyaşıVeda,False
İlerdeki güzel günler beni görmeyecek onlar bari selam yollasınlar geberiyorum kederden.. ımHikmet,False
@USER Hadi admin ateşle milleti haydi haydi yarın büyük gün 10 bin twit atalım bu akşam #SamsunsporYılmaEtMücadele,False
kaçımızın sevgilisi karısı böyle boşaltıyor bizleri,False
"ALI ECE : BESIKTAS'TA BASKAN PROFILI DEGISMELI, AYNEN SANA KATILIYORUM ALI ECE KARDESIM ARTIK FIKRET ORMAN'IN ISTIFA ETMEZI LAZIM YETER ARTIK BESIKTASIMIZA VERDI SARAR 👊👊🇹🇷🏴🏳️🦅🦅🦅",False
Adabı var adabı bazı şeylerin.,False
BİZ GERÇEKTEN GELMİŞ GEÇMİŞ EN TUHAF FANDOMIZDJEOFMEKDLDMCKEFMJDEKCMEKCKRKCKRKC,False
"TCDD'nin Ankara'daki 90 yıllık tarihi binası, Sağlık Bakanı'nın kurduğu Medipol Üniversitesi’ne peşkeş çekildiği anlaşıldı. Şişşşt, sessiz olun, vatandaş uyuyor! #dishekimleridurdiyor",False
Samandıra'da ilk konuşma;      +You are my father coach      -What the fucking father,False
"@USER Artik ""can"" yakmaya teknolojik mi devam edeceklermiş?",False
@USER 😂👏cin şapka çıkarıp bunlardan kurs almaya kalkar. 🤣🤣 kesinlikle katılıyorum. Gündem yaratıp bizi oyalarken arkadan büyük oyunlar döndürülüyor.,True
Bazı degerli siyasetciler dünya dönüyorsa iyilerin hatırına ama bilmem Turkıye kimlerin hatırına yok olacak Türkiye Vatan Bayrak candan politikacılar için var olur Sayın İnce Turkiyemiz için sizden başka kimseye güven kalmadı 2 yüzlü siyasetcilerden bıktık,False
Takibi bırak memleketi nasıl yönetecek,False
@USER Abla gözünü seveyim aklın fikrin kedi köpekte.. olanları sadece cumhuriyet ve sözcüden okursan cahil kalırsın.. lütfen yandaş vs ayırma her kaynaktan oku.. kıyasla...,False
💛💙zincirlere vursalar sırtımızdanda vursalar sana olan sevdamız aşkımız bitmez fenerbahçem 💛💙,False
@USER Şükriye seni geçmişten bugüne fena becermis    Acin derdin daha büyük anlıyorum,True
İçinde din olmayan bir birlik ...,False
@USER @USER Bir kesinlik üzerine konuşmuyorum tabiki de ama beklemiyor da değilim o kadında o potansiyel var. Onu uyardığım için bana teşekkür eden bir kadın kesinlikle iyiliğine söz etmem vs her ne olursa olsun ama kendi fanlarına cevap vermesi bunu bizi düşünduruyor.,False
@USER Seviyorum senı dogruları soyledıgın icin,False
"Ha eğer derseniz ki ‘benim tartışma kültürüm bu kardeşim, bilmeden fikrim olan konularda dayanaksız argümanlar üretirim’... o ayrı. Öğrenmek istiyorsanız anlatalım, cehaletinizle çevrenizi enfeke etmek istiyorsanız uzak duralım sizden. Seçim sizin.",True
"Sürekli kandırıldım dememek için , tecavüz edilen çocuklara utanmadan bir kereden bir şey olmaz dememek için , teröristlerle megri megri deyip halay çekmemek için , Yata ucuz mazot verip çifçiye pahalı mazot satıp sonunda tarımı bitirip soğan kuyruğuna girmemek için elbette CHP",True
@USER Sosyal hayat benden uzaklaşmıyor istesem bile:) Anladım seni kuzum. İkna edebildiğim kadar mutluyum ve paylaşıyorum.,False
Magazini saştır sana da bu şarkı kapak olsun,True
thats why u r lame duck :)) biz desek linç ederler 😅,False
gunes kremleri 250 milyar olmus kışa girerken %90 indirimden alcaktım işte sanki offfff insan havalar soğuyunca sanki bi daha hiç yaz gelmicek gibi hissediyo😖,False
Yapısı mac ten daha güzel öyle diyim,False
2 ad 8700 mekanik düz var çok temiz esnafa uyar    0443 693 6575,False
@USER ulkerinde 4 ay bayram kutlayip gelmişler gerçekten yazik ya sadece 4 ay kutlamışlar mal oğlu mal,True
"Sene sonunda Ersun hocayı gönderecekler, net. Olağanüstü kongre kararı alın. @USER",False
Umarım her şey iyi olur bir an önce toparlanabilir ailesi 😞,False
@USER Moraliniz bozuk oldugunda neden diyen degilneredesin diyecek insanlar olmalý yanýnýzda,False
bi açken bi uykuluyken çekilmez hal alıyorum acayip sinir bozucu,False
@USER Slm bende arkadaş arıyorum tanışalım mı,False
Bu kadar zamandir niye alt yapiyi duzeltmediniz.ihaleleri akrabalariniza verirken dusunmediniz mi,False
Sen dobra değilsin sadece patavatsızsın,True
Sahura kalkıpta sabah namazını kılmayan da ne bilim biraz şeydir,True
"@USER Ohhhh, biri söyledi bunu sonunda 👏👏👏👏👏👏👏👏👏👏👏👏",False
Doğum günüm de en büyük süprizi sen yap mesela :),False
Ohoo türlü türlü bin türlü ansan var. Arada öyle saçmalayanları da denk geliyo işte.,False
"@USER @USER Daha önce kanal D dizileri izlememiştim ama Kiralık Aşk, İçerde, Cesur ve Güzel ve birkaç diziler fragmanda ""son 3 bölüm"" yazıyordu yada resmi hesap ""Finale son 3"" falan yazardı",False
Kendim için yaşarım kendim için güzelim kafamdaki güzellik algısına yaklaştığım her dakika beni tatmin eder bunu anlayabileceğini düşünmüyorum belli bir güzellik algın yoksa benim güzellik algım oran üzerine ne kadar orantılı ve estetik anlayışıma yakınsa o kadar güzeldir,False
Toronto’da CHP’yi görüyorum. Bir türlü maçı bitirmiyor hakemler! Şampiyonluk bir türlü resmileşemedi.. Ama Haziran’ın sonu yaz! Biliyoruz :)),False
#sonsayfa hataysporun şampiyonluğunuda konuşurmusunuz çok teşekkür ederim,False
"Kimseye küsemedim, sonunda kendime küstüm.",False
@USER @USER @USER @USER Şey eklemeyi unutmuşsun    🌹Kun Fe Yekun 🌹    Cecelist 🎶     Babasının kızı 😎♥️,False
Bilmiyordum bak bunu iyi oldu 😝,False
Nasıl stres olduysam hala başım ağrıyor,False
Uzaklara öyle bir bakışın vardı kafeteryada keşke Keşke yalnız bunun için sevseydim seni.,False
Dolar 4.78 lan 4.78 5 yıl önce topladığım sistemi daha pahalıya satma ihtimalim var sanırım.,False
Dünden beri aynı şarkıya dolayısıyla aynı duygu durumuna takılı kaldım.,False
@USER Digne everton da oynuyor önce düzgün yazmayı öğren tinerci kardeşim,True
Tm kanka o zaman sen psikoptlığa devam laftan anlıycak bi tipe benzemiyosun ben sana normalde yaklaşsam lafta soksam bi işe yaramıycak sanırım kafatasının içindeki şeyi kaybetmişsin sorry for you daha fazla reply kasma cevap vermiycem arkamdan tivit atarsın büyük ihtimal hjsjsjsj,True
🌼 ❤ 😊 GÜNAYDIN 😊 ❤ 🌼Sorunun Kendin de Olduğunu Anlamayan İnsanlar ;    Çözümü Başkasının Huzurunu Bozmakta Bulur..!!!!   #HAYIRLICUMALAR,False
#4Destayinimujdesi bizler için en büyük müjde eş tayini hakkımızın verilmesi yardımlarınızı bekliyoruz  @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USERMemurlar @USER @USER,False
2.00+ Hunk   1.85-2.00 Adam   1.70-1.85 Erkek   160-1.70 Oğlan   -1.60 Çocuk,False
Doğum günün kutlu olsun BÜYÜK KAPTAN,False
@USER Hak edene yapılması gereken bir şey bunlar zaten,False
O GEMI BIR GÜN GELECEK ALBAYIM HDAKJDSJFKC,False
"@USER #1200MagdurUcretliyeMüjde  Sayın cumhurbaşkanım biz ücretli öğretmen atamasından kontenjan mağduru olmuş iki kere mülakata gidip başarılı olmuş,sistemde tercihi olan 1200 ücretli öğretmeniz ek atama ile atamamızın yapılmasını talep ediyoruz ,size güveniyoruz .",False
Annem: öpeyim bir kere   Ben: hayır git istemiyorum   Annem: gel alnından öpeyim    Ben: yatakta ondan kaçarak öpmesini engellemeye çalıştım ve başarılı oldu krkdkwkdk öpülmekten hoşlanmıyorum pek fazla 🤷🏻‍♀️,False
@USER Kısmen yakın iki vesayitle gidilir,False
Sen benim çocuğumsun bi terslik var bu işte,False
Endexi verebilirler o yüzden sattim.,False
@USER #Bets10 kesinlikle olur çok başarılı bence,False
"@USER Siz kafayımı yediniz , yoksa sigara alkol çok gazla kafamı yapıyor . Hem yaşasın demokrasi yazacaksınız hemde demokratik seçimi kabul etmiyorsunuz . Beyin kafası bu ?",True
Şöyle bir dibe vurdukça kendime gelmişim,False
@USER @USER Ne yazık ki öyle . Hayat işte sen sana değer verene değer vermezsin sana değer vermeyene ederinden fazla değer verirsin ..,False
Arkadaşımın instagramda yaptığı bir paylaşıma yorum yapayım da belki bi kız görür aşık olur mesaj atar,False
"@USER @USER Cezaevlerin de yatacak yer yok diyordu bir arkadaşım, o kadar kalabalık ki vardiyalı olarak insanları yataklarda yatırıyorlar diye de eklemişti. Suçlulara beraati belki de bu yüzden veriyordur cübbesini iliklemeyenler..🙄",False
Kısaca karius ve chadliyle transferi kaptırsak serkan reçberin bugün de açıkça söylediği gibi hocanın yaz başında beri ısrarla istediği sağ bek on numara ve forvet almadan transferi kapatmış olucaz,False
Sanirim ben mahvoldum iyi geceler :(,False
📢GALATASARAY - LOKOMOTİV MOSKOVA MAÇINA 1 ADET KUZEY ÜST BİLET MEVCUTTUR. ALMAK İSTEYENLER DM 225 TL üney #üst,False
yuhhh yine aslılardayım acilen birinin kızım başka işin yok mu seninnn diyerek beni şamarlaması lazım,False
ACİLEN STANLEMEDİĞİNİZ  GRUPLARIN BAŞARILARINI KÜÇÜK GÖRMEKTEN VE BOK ATMAKTAN VAZGEÇMELİSİNİZ,True
@USER @USER @USER @USER @USER Farkındayım merak etme o cevap için değil sadece,False
O zman pkkya destek veren herkesi boyle paket edelim mesela onlar icin haburda seyyar mahkeme kuranlari ayaklarina savci gonderenleri davul ve zurnayla hosgeldin terorist diyenleri sivan perver piciyle yanyana konser verenleri ne dersin:),False
Net bir milyon dolar ya. Hepsi sizin olsun 1m'yi verin :D,False
@USER @USER @USER yok hiç sanmam seni konuşurken gördülerse demek.... az sussan sorun hallolur bence:),False
@USER komik olsa gulerdim dimi tassam ama bak kusuyorum,True
"@USER @USER @USER Tabi anketler sadece bizimle ilgili değil, ana sebep ekonomideki önlenemeyen düşüş. Ancak buradan kaybedilen oyların mutlaka telafisi gerekiyor. O zaman da devreye 3600, ceza indirimi ve #EYT gibi formüller devreye giriyor. Kısacası kazan kazan olayı. 😉   #EYTdeSabırlarTükendi",False
@USER 100 milyon dolar yatırım yaptıklarını duymuştum bende. Taksiciler ve Uberciler de bundan haberdar. Lakin sıkıntı şu olacak artık. Hiç bir taksici ubere havaalanı dışından yolcu aldırmaz. Kavga dövüş gider,False
@USER Devlet bahçeli Akp ye atanmış bir kayyımdır. B. Arınç haklı,True
Hard reset format ve clean install. Sonra update firmwares falan uzun iş ama olur düzelir.,False
"@USER @USER Şu turkuaz halılar kaldırılsın ilk iş! Güzelim protokol ve resmi kurum halılarını kırmızıdan turkuaza çevirdiler, beni kahrettiler! Kadınlara özel projesi dahilinde ortaya atılan turkuaz taksileri de sarıya boyatın. Adını üst segment taksi diye değiştirmişler! ...",False
Bilin bakalım kim yılbaşına 0 hediyeyle ve evde pijamayla girecek,False
Asti astarı olmayan Gs sayfalarindan derliyip önüme getirme metin oktayi yok sayanlardan görüş alıcak değiliz.,False
"Bu davanın yükünü çeken; eşinden, işinden, evinden feragat edip kapı kapı dolaşan; hiçbir karşılık beklemeden elini taşın altına koyan, risk alan kadınlarımıza minnettarız. #ÇağıAydınlatanKadınlar",False
Bu yorum bu maç için geçerli diyo bi idam etmediği kalmış lan itin köpeğin diline düşürün düşürün,True
Bursa Uludağ Üniversitesi'ndeki Fatma Alasağ için 0 (+) kana ihtiyaç var. Neva Alasağ-06467819703  @USER,False
"@USER malesed doğru hocam. bu saydıkları Ayetullah Bey kadar Fenerbahçedir, sarıdır, laciverttir",False
@USER kaktüsün yaprakları da ulkede ki Fatih Terim ne yaparsa yapsin begenmeyip onun yaptiklarina bakmayan insanlar hep baska yone bakiyorlar..,False
Bu gerizekiler herkese mi musallat oluyorlar yoksa belli kıstasları var mı?,True
Efendimiz pantolon giyeni lanetleniyor diyorsunuz.Siz çarşaf giyip lanetlenmemis temiz kadın oldunuz da biz pantolon giyince lanetlenmiş mi olduk! İslâmın kültür boyutu var. Arap kültürü islâm değildir.Ben Türk kültürümle islâmı yaşıyorum ve lanetlenmediğime eminim.,False
Ne kadar çok olumlu düşünmek istesem de olumsuz olan daha çok şey çıkıyor,False
"Hayat geç kalmayı affetmiyor, umarım bir şeyler için geç kalmazsınız 🙆🏼‍♀️",False
@USER @USER Birde nabasi olupda yetim olanlar var.Adalet bekleyen babalar,False
23 haziranda sadece dil sınavı var ve giren sayısı az yani np,False
Türk aydınları için Batı'nın sığınması olmak bir ideal olarak benimsenmiştir. Milletimiz için bundan korkunç felaket düşünülemez. #başbğtürkeş,True
"İnsan olduğunu anlaman için,birinin gülümsemesine sebep olman gerekiyormuş..",False
Her tweetin başına niye cesareti olan yazıyosunuz biz yorum yapmayınca korkak mi oluyoruz,False
"Telefonumu sıfırladım da numaralı kayıt ederken eski konuşmalara baktım WP'den, ben hazırlıkta mutlu insanmışım. İyi niyete olan inancım, insanlara güvencim hepsi yok olmuş. Gerçi iyi de olmuş. Bu RUHSUZlaşmamın tek sebebi ise küfüre bile layık olmayan şerefsiz bir arkadaş.....",True
@USER Geriye kalan 0.68 lik katkı Türkiye’mizin yüz karası hakemleri yüzünden olmuyor yoksa yüzde yüz başarı olacaktı.,True
Kötü niyetli değildi. Çok da tatlı. Bol bol okudu bizi. Allah razı olsun :) ablanın kocasının yeğeni olur benim arkadaşım 😁,False
"Son Dakika. İBB'deki İsraf araçLarı sergiLeyen Ekrem İmamoğLu, geLecek hafta da aynı yerde Bankamatik memurLarını sergiLeyecek... 😂😂😂😂",False
İhtiyac sahibi hangi şehir ve semtte,False
Dans etmeyi çok seviyorum ya,False
Twitter'a ne zaman katıldığını hatırlıyor musun? Ben hatırlıyorum! #TwitterYıldönümüm,False
yaz kış farketmiyor biz hep sıkılıyoruz,False
@USER Ali yavuza birşeyler oldu. Ama ne oldu.,False
"Seninle mesajlaşmayı özledim. Ne olur ki sana son bi defa ""iyi geceler"" yazsam?",False
Aynen öyle! En fazla öldürecekler beni değil mi? Zaten her gün ölüyoruz. #herşeyçokgüzelolacak,False
@USER O kelimeleri çok kullanıyorsunuz diye o kelimeler orada çıkmış,False
Heyecanladığımda kramp girmese eyi aslında...,False
"Bundan sonrasını gözyaşlarım anlatsın, zira benim gücüm kalmadı",False
@USER @USER Ahaha beni alsınlar burdan fazla durdum cidden 😂,False
Insanlarin nasil evlendiklerinden size. Listelediginiz cogu sey aslinda anayasal hak olan seyler ve siz bunlari suc gibi gosteriyorsunuz. Bunun adi tetikciliktir. Tetikcilik yapan her insana inancliysa ahireti hatirlatiyorum. Yok anlamiyorsaniz Alah cocuklarinizdan cikarsin.,True
Broduce stan herkes bilir o yüzden çok şey şey etmemiştim fbjdnfnsmjd,False
"% 100 katılıyorum ama şampiyona alma nedenimiz bu mu emin değilim,Rusları da sevmiyorlar ama verdiler DKyı.   Bence Trabzonda filan turnuva olmaz,Trabzonlular alınmasın.   İstanbul,İzmir,Antalya,Ankara,Bursa,Çanakkale,Samsun,Mersin ,Aydın olmalıydı.",False
"Çocuğa şiddet taciz tecavüz!!!! Ülkenin kaderi bu değildi!!! Olmamalıydı!!!      Beni ne zaman görmek isterseniz aynaya bakın. Siz Türk çocukları benim bir parçamsınız, ben de sizin.       Mustafa Kemal Atatürk",False
Aşure sevip yiyen insandan her şeyi beklerim ben görüntüsü bile kusmuk gibi duruyor nasıl yutuyorsanız,False
"@USER Arkadaşlar misafir öğrenci diyor.Yani değişim programları ile ( Erasmus, Mevlana vb.) ülkemize 1 ya da 2 dönemlik gelen misafir öğrenciler. Ama yorumlara bakıyorum "" Türk düşmanlığı,Türk öğrenciler iş bulamazken vs.. "" nefretiniz algılarınızın önüne geçmesin, komik duruyor.",True
@USER Sercan Yıldırım olsa begenirdiniz ama o Osman Yıldırım 😂 kendine çalım atiyo 😎,False
Şşş kız bak bi ne diyeceğim Tüm dünyada savaş çıksa bile Sen düşünürsün ne giyeceğim ;),False
Ama umut fakirin ekmeği işte 😞,False
Peki instagramdan neden gifi kaldırdınız sayın aminakoydugum?,True
@USER Kütahya soğunda 2 tur at gelir ldşzldşd,False
İstanbul bizim. Yakında Türkiye'nin de bizim olacağı gibi. Faşizmin kafasını eze eze geliyoruz !,False
Allah bizleride imanlı dava sahibi bir vekile sahip olmuşuz buna da binlerce şükürler olsun rabbime,False
İt gibi çalış seni terk eden kadın yesin vaybe kanuna bak#SüreliNafakaistiyoruz,False
"@USER Türkiye'nin sizin gibi dürüst, vicdanlı, sağduyulu, birikimli, birleştirici, ülkesini ve milletini herşeyin üzerinde tutan insanlara ihtiyacı var hocam. Allah yolunuzu açık etsin ❤️❤️❤️",False
ıllaBilinir Kendi ruhuna bakmak insana tüm hakikatlerin kapısını açar.,False
Sağol kardeşim. Her ne kadar gerizekalı spastik oçun çekip çıkarttığı eşeğin dölü bir g*tverenin çocuğu olsan da seviliyosun❤❤,True
Hahhahahaha onların tarihi mi geçmiş,False
"Kurt, ım teklifimiz kurt soğuk çıkaramadı. 💩",False
Poğaçacı abi hesabı ödedikden sonra; İyi bir hafta diliyorum size dedi Bişimi gelicek acaba başıma😂      #pazartesi,False
@USER Çok yakında görüntüleri paylaşıcaz demedin hayret.,False
"Hâlâ matematik bölümündeki oyun çemberinde olan isimler peşimi bırakmıyor ""ali deniz cem ekin büşra"" bi çıkın la kafamdan",False
@USER Bunlar hortumu kendilerine bağladılar kendilerine!!!,True
Çok sinirlenince ağlama huyumu da terkedersem tahmini bi 50 yıl falan yaşarım,False
Lan niye hala bu fragman gelmedi,False
"Vodafone parkta maça çıkıyorsun stoperin Ahmet çalık forvetin muğdat... Donk yok, ndiaye yok, Rodriguez yok, serdar yok, belhanda yok... Yokta yok... (Sinan gümüş ve Emre akbabayı saymıyorum bile) Buna rağmen verilmeyen bariz bir penaltı ve kafa kafaya oyun...",False
Günaydın ☀️ Kurban Bayramınızı En içten Dileklerimle Kutlar Sevdiklerinizle Mutlu Huzurlu Bir Bayram Geçirmeniz Dileğiyle🙋🏼‍♂️☕️,False
